coin,sell_spread_ma_M,buy_spread_ma_M,sell_spread_sd_M,buy_spread_sd_M,sell_spread_ma_L,buy_spread_ma_L,sell_spread_sd_L,buy_spread_sd_L,current_sell_spread,current_buy_spread,score,hyperliquid_funding_rate,hyperliquid_open_interest,hyperliquid_day_volume
ENA/USDT,0.00042771808459336736,0.000984762548834106,0.0007909487347658725,0.0007533502021083589,-8.068862883430835e-05,0.00044958034408171135,0.000380433264736723,0.00035867275683782503,0.00040179056126528925,0.0011256134074913782,-1.7499267332178885,1.25e-05,77101199.228,85763881.0263
HMSTR/USDT,-0.001639697461374005,0.00215400176691462,0.0009574714721793098,0.000940160075394337,-0.0018257185039314053,0.0018160446103665504,0.0009575202411710691,0.0010491019811406175,-0.0023460233709678845,0.0011764928041136122,-1.756095789402876,1.25e-05,584226.0159,504352.826409
CYBER/USDT,-0.0007818991287610121,0.0006273366222102909,0.0006781690310827123,0.000535713091567717,-0.0007695991102607099,0.0005258922718406745,0.00045201124764103874,0.00038575617552244983,-0.0004543862953112976,0.0008270410685244833,-1.7813190944920447,1.25e-05,307489.251,205528.73875
IO/USDT,-4.7399183934427725e-05,0.0006630835999705206,0.0006831824240651626,0.0006172666306050195,0.00012375469349535856,0.0008681694512735841,0.00040739137439231587,0.00042631325332747314,7.576889678779806e-05,0.0008341393249346202,-1.8504637373116317,-3.102e-05,1148073.46956,2433837.82271
ZEN/USDT,-0.0005368474739969851,0.0012998906658974357,0.0005688157192554812,0.0005105293964347485,-0.000610367913538733,0.0009978489417772727,0.0006928609374015413,0.0007033623568926423,-0.00015428921545496707,0.0018949218113473662,-1.9271702704858813,2.85e-06,446932.90926000004,763362.70786
UMA/USDT,-0.0007257008538799344,0.0008410443424726657,0.0006637991222108628,0.0005645397196931219,-0.0010828242260078164,0.0012435762847165528,0.00033447684572116904,0.0003949146890157928,-0.0010948946876246965,0.001265131425147064,-1.9492820921914702,1.25e-05,200623.58988,432923.92933
MAVIA/USDT,-0.0003325764566885559,0.0017904139590145,0.001707853321230821,0.0017062016713307448,-0.00010410583626212375,0.003488948469038266,0.0032735592518382444,0.0027960929166921194,0.0026881673101356715,0.004208921604765802,-2.284699308859913,-3.03e-05,623863.9752000001,159281.74371
GMT/USDT,-0.0012487150462288698,-0.0003624614222151686,0.0007152346209220224,0.0006627763215751544,-0.0008146712750866889,8.819223202579282e-05,0.00048788773769974,0.0004966073786050267,-0.0011422835901642298,-0.0001039071516557404,-2.3964306184817863,-7.452e-05,1025432.12012,1532531.54607
BLAST/USDT,7.856950333308262e-05,0.001170026115810547,0.0006797324863701558,0.0006442389233272752,7.814632761856575e-05,0.0010739715796625373,0.0004195043229372749,0.0003874507409829249,0.0006294383353953151,0.0017092303165475683,-2.661022431850695,-3.649e-05,1022628.718632,536858.113262
RDNT/USDT,-0.0018231954898750664,0.00043677011074004664,0.0007258769816076041,0.0007367684144613366,-0.001982505275869559,0.00010001067167238496,0.0004960223570362136,0.0005738868980626095,-0.001745205775947332,-0.0002933547508959545,-2.677642494463728,-6.232e-05,1183464.560304,469609.615601
