coin,sell_spread_ma_M,buy_spread_ma_M,sell_spread_sd_M,buy_spread_sd_M,sell_spread_ma_L,buy_spread_ma_L,sell_spread_sd_L,buy_spread_sd_L,current_sell_spread,current_buy_spread,score,hyperliquid_funding_rate,hyperliquid_open_interest,hyperliquid_day_volume
CRV/USDT,-0.0003566493079989336,0.0007402560830902132,0.0007243861623279712,0.0006621817486044157,-0.00016669252517035422,0.0008409968091468939,0.0006215518939415338,0.0005158876864875595,-9.300887462741828e-05,0.0008374066170059827,-1.8308764476738342,1.25e-05,10803713.407,18497476.02072399
ETHFI/USDT,-0.0014882395313727092,-0.0006363295513829251,0.0004403109546010148,0.0004773835455624625,-0.0014074861519943564,-0.00045233639307294357,0.00041682536114151357,0.0004375924232404027,-0.00149093974720348,-0.0006186382565783728,-1.8805053015237159,1.22e-05,2909278.16694,2495454.36278
CYBER/USDT,-0.0008028157492193781,0.0006031359579121965,0.000739897861146371,0.0005874181752156226,-0.0007032932765949641,0.0006130196974466192,0.00045863935718060714,0.00041525312970258426,-0.00022937007773363288,0.001356738312590598,-2.043487106477301,1.25e-05,305534.4,208950.73092
MYRO/USDT,4.354249223755776e-05,0.0016223365097196474,0.0005609550997112409,0.0005154645354366247,0.00010776897531224212,0.0016031928407279892,0.0003748071317224843,0.00032186168030596353,0.0003448174945240052,0.0016181193766341385,-2.092658390214616,1.25e-05,370432.52344,714093.737544
ONDO/USDT,-0.0011358940713795942,-0.0005575970692150415,0.0006843568425233093,0.0007069891029113291,-0.0005229839036265989,0.0002140867571880115,0.0003760870278978987,0.0003462241804996655,0.0004187133008951439,0.0011170743486233609,-2.1418311424121677,-7.581e-05,15115589.4696,28933172.87939999
HMSTR/USDT,-0.0016419048048914187,0.002149347820512777,0.0009546470777352686,0.0009380626598508544,-0.0018329557029882692,0.0018585236331999954,0.0008678802017614387,0.001018833313371223,-0.0026548966369797063,0.0008875490028476712,-2.248322374082879,1.25e-05,579297.58354,502148.878972
IO/USDT,-3.266969322289905e-05,0.0006759857048282565,0.0006773045374486905,0.0006119048751068046,7.362903323876615e-05,0.0008146269866150699,0.00041201206784485003,0.0004299333836500455,-0.0003554556548775177,0.0003048477550783947,-2.2640398920451528,-1.637e-05,1097575.22316,2421016.89714
ENA/USDT,0.00042771808459336736,0.000984762548834106,0.0008112243616643284,0.0007720634151970647,-8.068862883430835e-05,0.0004495803440817114,0.0003804332647367222,0.00035867275683782514,0.00040179056126528925,0.0011256134074913782,-2.4249769884096963,-2.795e-05,73386755.48380001,84262410.64819999
UMA/USDT,-0.0007347391952764056,0.0008410348085359586,0.0006504891915084289,0.0005638883670755224,-0.001101044015316018,0.0012066904071800187,0.0003635463732493587,0.00042103562732887276,-0.0007370773737181782,0.0016758469148893992,-2.477731641042471,1.25e-05,199801.22295999998,438336.46093
ZEN/USDT,-0.0005089537207501959,0.001317581094653032,0.0006782840797593464,0.0005135364837109708,-0.00046447851847518585,0.001120903688947949,0.0008082329896985981,0.0007731046094166049,0.0006545025206004671,0.0018507611652836243,-2.6697581083260324,-3.087e-05,448595.87226,766146.8627
MAVIA/USDT,-0.000267893938182354,0.0018510407451622446,0.0017838511448382186,0.0017087470564829616,0.0003885812360201822,0.003747087476829271,0.003456584771229972,0.0027260773080074255,0.0033895821063231737,0.003885292744158238,-2.799466577019485,-1.115e-05,617991.55684,161659.93988
GMT/USDT,-0.0012390424840056792,-0.00035104017217681507,0.0007613360419673551,0.0007112605664127869,-0.0006621714787970028,0.00024819552415047307,0.00035905985255973934,0.0003447432776922464,-0.0008951896990896784,-0.00015807063863448938,-2.9211277367892916,-0.00011827,1003034.1838,1549191.76182
BLAST/USDT,9.204042457358986e-05,0.0011850579002366394,0.0008163739385370007,0.0007081032969719531,9.5203628842205e-05,0.0011628528326673522,0.00041669534859857716,0.0004098503766160662,0.00036160716440590047,0.0012662814533831372,-3.100036602999004,-3.544e-05,1032437.1732440001,529368.603359
RDNT/USDT,-0.0018350329610846165,0.000424771189189639,0.0007068871214481112,0.0007126976446535059,-0.0020259374443042668,0.00016608938475717825,0.0004734700152960573,0.0004918362609826264,-0.0026838356448757963,0.00015524056719631415,-3.4017644064971178,-4.896e-05,1176450.8982880001,466430.022782
